Timestamp;Temperature;humidity;battery
2025-08-08 10:48:15;24.033340962844278;51.13145647364004;3.002
2025-08-08 10:58:23;24.54070344090944;52.02410925459678;3.002
2025-08-08 11:08:15;24.77836270695049;49.97787441824979;3.002
2025-08-08 11:18:18;24.8905165178912;51.63958190280003;3.002
2025-08-08 11:28:19;25.35515373464561;50.52262149996185;3.002
2025-08-08 11:38:19;25.667582207980473;49.06538490882735;3.002
2025-08-08 11:48:15;26.21766994735637;47.67071030746929;3.002
2025-08-08 11:58:15;26.90661478599222;49.15236133363852;3.002
2025-08-08 12:08:19;27.061493858243693;46.60715648126955;3.002
2025-08-08 12:18:18;26.879911497672992;50.417334248874646;3.002
2025-08-08 12:28:16;27.681010147249566;48.252079041733424;3.0
2025-08-08 12:38:19;27.598229953459978;46.366063935301746;3.0
2025-08-08 12:48:18;27.400625619897767;46.59494926375219;3.002
2025-08-08 12:58:20;27.809185931181815;43.80560006103609;3.0
2025-08-08 13:08:20;27.838559548332952;45.88540474555581;3.002
2025-08-08 13:18:16;28.471427481498438;43.2623788815137;3.002
2025-08-08 13:28:16;28.57022964827955;45.358968490119786;3.002
2025-08-08 13:38:16;28.922713054093236;44.54261081864652;3.002
2025-08-08 13:48:15;29.446097505149922;43.74151216906996;3.002
2025-08-08 13:58:14;29.809262226291295;44.79591058213168;3.002
2025-08-08 14:08:16;30.458152132448305;42.745098039215684;3.002
2025-08-08 14:18:20;30.402075226977956;42.00808728160525;3.0
2025-08-08 14:28:20;31.10704203860533;37.6729991607538;3.0
2025-08-08 14:38:19;31.798657206073088;33.70260166323339;3.002
2025-08-08 14:48:13;32.180514229037925;31.00480659189746;3.002
2025-08-08 14:58:21;32.75730525673305;29.269855802243075;3.0
2025-08-08 15:08:13;32.49027237354086;36.559090562294955;3.0
2025-08-08 15:18:20;32.941557946135646;28.679331654840926;3.0
2025-08-08 15:28:19;32.813382162203396;28.19104295414664;3.002
2025-08-08 15:38:18;33.12314030670635;27.71953917753872;3.002
2025-08-08 15:48:16;33.221942473487445;27.55321583886473;3.002
2025-08-08 15:58:15;33.27801937895781;29.356832227054245;3.002
2025-08-08 16:08:17;33.56107423514153;27.402151522087433;3.002
2025-08-08 16:18:14;33.478294041351944;30.99717708094911;3.002
2025-08-08 16:28:16;33.95628290226597;28.722056916151676;3.002
2025-08-08 16:38:20;34.06843671320668;27.67681391622797;3.002
2025-08-08 16:48:19;33.49164568551156;30.011444266422522;3.002
2025-08-08 16:58:21;33.478294041351944;28.859388113221943;3.002
2025-08-08 17:08:17;33.65987640192263;28.776989394979783;3.0
2025-08-08 17:18:21;32.88281071183337;31.65026321812772;3.002
2025-08-08 17:28:14;32.896162355992985;30.48905165178912;3.002
2025-08-08 17:38:19;33.05371175707637;30.612649729152363;3.002
2025-08-08 17:48:16;33.34744792858778;32.66193636987869;3.0
2025-08-08 17:58:15;32.701228351262685;32.55664911879148;3.002
2025-08-08 18:08:14;32.60242618448157;34.10849164568551;3.002
2025-08-08 18:18:19;32.40482185091936;33.962005035477226;3.002
2025-08-08 18:28:21;32.348744945449;35.6923781185626;3.002
2025-08-08 18:38:18;32.16449225604639;34.68986037994964;3.002
2025-08-08 18:48:15;32.01228351262684;36.95277332722972;3.002
2025-08-08 18:58:16;31.643778133821627;38.358129243915464;3.002
2025-08-08 19:08:15;31.235217822537578;35.39940489814603;3.002
2025-08-08 19:18:18;31.14976729991608;36.813916227969784;3.002
2025-08-08 19:28:15;30.823987182421604;37.088578622110326;3.002
2025-08-08 19:38:21;30.500877393759055;37.92019531548028;3.002
2025-08-08 19:48:17;30.217822537575344;36.311894407568474;3.002
2025-08-08 19:58:20;29.908064393072408;37.717250324254216;3.002
2025-08-08 20:08:19;29.37132829785611;40.62409399557488;3.002
2025-08-08 20:18:18;28.952086671244373;41.04219119554437;3.002
2025-08-08 20:28:20;28.837262531471737;39.32860303654536;3.002
2025-08-08 20:38:15;28.5408560311284;40.41809719996948;3.002
2025-08-08 20:48:16;28.049515526054776;41.33974212252995;3.002
2025-08-08 20:58:14;27.49942778667888;40.46540016784924;3.005
2025-08-08 21:08:18;27.074845502403292;42.34683756771191;3.005
2025-08-08 21:18:14;26.751735713740743;42.07675288014038;3.002
2025-08-08 21:28:15;26.45532921339742;40.193789578088044;3.005
2025-08-08 21:38:21;26.231021591515983;40.21362630655375;3.002
2025-08-08 21:48:13;26.20431830319677;39.90539406424048;3.005
2025-08-08 21:58:16;25.921263447013047;43.068589303425654;3.005
2025-08-08 22:08:18;25.496681162737474;44.51514457923247;3.005
2025-08-08 22:18:19;25.074769207293812;47.029831387808045;3.005
2025-08-08 22:28:13;24.903868162050813;47.06034943160144;3.005
2025-08-08 22:38:16;24.722285801480126;47.35484855420768;3.005
2025-08-08 22:48:14;24.172198062104215;54.508278019378956;3.005
2025-08-08 22:58:18;23.38445105668727;56.0341802090486;3.005
2025-08-08 23:08:13;22.67681391622797;58.53818570229648;3.005
2025-08-08 23:18:15;22.43915465018692;60.108339055466544;3.005
2025-08-08 23:28:19;21.90508888380255;62.13931486991684;3.005
2025-08-08 23:38:15;21.493858243686574;62.93278400854505;3.005
2025-08-08 23:48:19;21.229495689326313;64.03906309605554;3.005
2025-08-08 23:58:20;20.831616693369952;66.48355840390631;3.005
2025-08-09 00:08:15;20.34027618829633;68.79987792782482;3.005
2025-08-09 00:18:20;20.324254215304805;66.8513008316167;3.005
2025-08-09 00:28:14;20.185397116044868;69.01960784313725;3.005
2025-08-09 00:38:18;19.958419165331506;70.55313954375525;3.007
